as_of,submission_job,grader_job,arm,aoi,forcing,target,loss,arm_role,n,verify_run,coverage_state,parameter,parameter_role,pooler,band,count,null_count,p_value,median_x_truth,null_median_x_truth,per_cell_log_sd_median,reporting_status,suppression_reason,replicated,submission_count
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,alpfe,boundary-diagnostic-only,median,0.4,11,11,,0.540795772205734,0.540795772205734,0.03663100674748421,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.1,0,0,,2.458154866914739,2.458154866914739,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.2,0,0,,2.458154866914739,2.458154866914739,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.3,0,0,,2.458154866914739,2.458154866914739,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.4,0,0,,2.458154866914739,2.458154866914739,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,geometric,0.1,0,0,,2.45751039239922,2.45751039239922,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,geometric,0.2,0,0,,2.45751039239922,2.45751039239922,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,geometric,0.3,0,0,,2.45751039239922,2.45751039239922,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,geometric,0.4,0,0,,2.45751039239922,2.45751039239922,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,median,0.1,0,0,,2.4572204684955175,2.4572204684955175,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,median,0.2,0,0,,2.4572204684955175,2.4572204684955175,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,median,0.3,0,0,,2.4572204684955175,2.4572204684955175,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,scav_rat,primary-inferential-target,median,0.4,0,0,,2.4572204684955175,2.4572204684955175,0.04392384737730026,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,median,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,median,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,median,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Smallgrow,excluded-by-construction,median,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,median,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,median,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,median,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,Biggrow,excluded-by-construction,median,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.1,0,0,,17.92200760240051,17.92200760240051,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.2,0,0,,17.92200760240051,17.92200760240051,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.3,0,0,,17.92200760240051,17.92200760240051,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.4,0,0,,17.92200760240051,17.92200760240051,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.1,0,0,,17.87695028163458,17.87695028163458,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.2,0,0,,17.87695028163458,17.87695028163458,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.3,0,0,,17.87695028163458,17.87695028163458,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.4,0,0,,17.87695028163458,17.87695028163458,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.1,0,0,,17.795256814670534,17.795256814670534,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.2,0,0,,17.795256814670534,17.795256814670534,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.3,0,0,,17.795256814670534,17.795256814670534,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,na_null,natlsubpolar,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.4,0,0,,17.795256814670534,17.795256814670534,0.03975570201873779,reported,,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,arithmetic,0.1,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,arithmetic,0.2,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,arithmetic,0.3,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,arithmetic,0.4,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,geometric,0.1,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,geometric,0.2,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,geometric,0.3,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,geometric,0.4,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,median,0.1,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,median,0.2,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
2026-08-09,320993,320994,so_ee,southernoceanpac,constant,end,endpoint,matched-control,50,2,declared-on-zero-coverage,alpfe,boundary-diagnostic-only,median,0.3,,,,,,,gated,verify_run is non-zero; fitted counts and medians are not evidence,False,1
